Name,Position,Roster Position,TeamAbbrev,Week,Salary,%Drafted,FPTS,Non_TD_FPTS,TD_FPTS
Tyler Johnson,WR,WR/FLEX,NYJ,2,3200,0.17%,0.0,0.0,0.0
Curtis Samuel,WR,WR/FLEX,BUF,2,3200,0.01%,0.0,0.0,0.0
Elic Ayomanor,WR,WR/FLEX,TEN,2,3200,1.59%,15.6,9.6,6.0
Zay Jones,WR,WR/FLEX,ARI,2,3200,0.02%,0.0,0.0,0.0
Pat Bryant,WR,WR/FLEX,DEN,2,3200,0.0,0.0,0.0,0.0
KhaDarel Hodge,WR,WR/FLEX,ATL,2,3200,0.08%,0.0,0.0,0.0
Xavier Hutchinson,WR,WR/FLEX,HOU,2,3200,0.09%,4.9,4.9,0.0
Dalton Schultz,TE,TE/FLEX,HOU,2,3200,2.38%,5.9,5.9,0.0
Chargers,DST,DST,LAC,2,3200,1.59%,13.0,0.0,0.0
Noah Brown,WR,WR/FLEX,WAS,2,3100,0.35%,1.9,0.0,0.0
Savion Williams,WR,WR/FLEX,GB,2,3100,0.01%,2.4,0.0,0.0
Jamari Thrash,WR,WR/FLEX,CLE,2,3100,0.0,0.0,0.0,0.0
Harold Fannin Jr.,TE,TE/FLEX,CLE,2,3100,10.33%,9.8,9.8,0.0
Russell Gage Jr.,WR,WR/FLEX,SF,2,3100,0.01%,0.0,0.0,0.0
Tory Horton,WR,WR/FLEX,SEA,2,3100,0.04%,11.2,5.2,6.0
Steelers,DST,DST,PIT,2,3100,3.57%,5.0,0.0,0.0
Van Jefferson,WR,WR/FLEX,TEN,2,3100,0.0,0.0,0.0,0.0
Tyler Higbee,TE,TE/FLEX,LAR,2,3100,0.17%,7.7,7.7,0.0
Rams,DST,DST,LAR,2,3100,18.23%,8.0,0.0,0.0
Ja'Tavion Sanders,TE,TE/FLEX,CAR,2,3100,0.25%,12.4,12.4,0.0
Adonai Mitchell,WR,WR/FLEX,IND,2,3100,0.02%,4.0,4.0,0.0
Casey Washington,WR,WR/FLEX,ATL,2,3100,0.01%,0.0,0.0,0.0
Sterling Shepard,WR,WR/FLEX,TB,2,3100,0.30%,7.4,7.4,0.0
Justin Watson,WR,WR/FLEX,HOU,2,3100,0.01%,1.3,0.0,0.0
Tre' Harris,WR,WR/FLEX,LAC,2,3100,0.03%,5.4,5.4,0.0
Chris Moore,WR,WR/FLEX,WAS,2,3000,0.03%,0.0,0.0,0.0
Ja'Corey Brooks,WR,WR/FLEX,WAS,2,3000,0.0,0.0,0.0,0.0
Jacoby Jones,WR,WR/FLEX,WAS,2,3000,0.01%,0.0,0.0,0.0
Malik Heath,WR,WR/FLEX,GB,2,3000,0.01%,4.7,4.7,0.0
Christian Watson,WR,WR/FLEX,GB,2,3000,0.0,0.0,0.0,0.0
Will Sheppard,WR,WR/FLEX,GB,2,3000,0.0,0.0,0.0,0.0
Mecole Hardman,WR,WR/FLEX,GB,2,3000,0.01%,0.0,0.0,0.0
Isaiah Neyor,WR,WR/FLEX,GB,2,3000,0.0,0.0,0.0,0.0
Tylan Wallace,WR,WR/FLEX,BAL,2,3000,0.0,0.0,0.0,0.0
Devontez Walker,WR,WR/FLEX,BAL,2,3000,0.0,0.0,0.0,0.0
LaJohntay Wester,WR,WR/FLEX,BAL,2,3000,0.0,0.0,0.0,0.0
Dayton Wade,WR,WR/FLEX,BAL,2,3000,0.0,0.0,0.0,0.0
Keith Kirkwood,WR,WR/FLEX,BAL,2,3000,0.0,0.0,0.0,0.0
Anthony Miller,WR,WR/FLEX,BAL,2,3000,0.01%,0.0,0.0,0.0
DeAndre Carter,WR,WR/FLEX,CLE,2,3000,0.01%,0.0,0.0,0.0
Gage Larvadain,WR,WR/FLEX,CLE,2,3000,0.0,0.0,0.0,0.0
David Bell,WR,WR/FLEX,CLE,2,3000,0.0,0.0,0.0,0.0
Cade McDonald,WR,WR/FLEX,CLE,2,3000,0.0,0.0,0.0,0.0
Malachi Corley,WR,WR/FLEX,CLE,2,3000,0.0,0.0,0.0,0.0
Kaden Davis,WR,WR/FLEX,CLE,2,3000,0.0,0.0,0.0,0.0
Joshua Cephus,WR,WR/FLEX,JAX,2,3000,0.0,0.0,0.0,0.0
Austin Trammell,WR,WR/FLEX,JAX,2,3000,0.0,0.0,0.0,0.0
Chandler Brayboy,WR,WR/FLEX,JAX,2,3000,0.0,0.0,0.0,0.0
Erik Ezukanma,WR,WR/FLEX,JAX,2,3000,0.01%,0.0,0.0,0.0
Charlie Jones,WR,WR/FLEX,CIN,2,3000,0.01%,0.0,0.0,0.0
Mitchell Tinsley,WR,WR/FLEX,CIN,2,3000,0.0,0.0,0.0,0.0
Jermaine Burton,WR,WR/FLEX,CIN,2,3000,0.01%,0.0,0.0,0.0
Isaiah Williams,WR,WR/FLEX,CIN,2,3000,0.0,0.0,0.0,0.0
Jordan Moore,WR,WR/FLEX,CIN,2,3000,0.0,0.0,0.0,0.0
Jalin Hyatt,WR,WR/FLEX,NYG,2,3000,0.02%,0.0,0.0,0.0
Beaux Collins,WR,WR/FLEX,NYG,2,3000,0.01%,0.0,0.0,0.0
Gunner Olszewski,WR,WR/FLEX,NYG,2,3000,0.0,0.0,0.0,0.0
Bryce Ford-Wheaton,WR,WR/FLEX,NYG,2,3000,0.0,0.0,0.0,0.0
Da'Quan Felton,WR,WR/FLEX,NYG,2,3000,0.0,0.0,0.0,0.0
Lil'Jordan Humphrey,WR,WR/FLEX,NYG,2,3000,0.0,0.0,0.0,0.0
Ihmir Smith-Marsette,WR,WR/FLEX,NYG,2,3000,0.0,0.0,0.0,0.0
Jonathan Mingo,WR,WR/FLEX,DAL,2,3000,0.0,0.0,0.0,0.0
Ryan Flournoy,WR,WR/FLEX,DAL,2,3000,0.0,0.0,0.0,0.0
Jalen Cropper,WR,WR/FLEX,DAL,2,3000,0.0,0.0,0.0,0.0
Jalen Brooks,WR,WR/FLEX,DAL,2,3000,0.0,0.0,0.0,0.0
Traeshon Holden,WR,WR/FLEX,DAL,2,3000,0.0,0.0,0.0,0.0
Cowboys,DST,DST,DAL,2,3000,6.67%,1.0,0.0,0.0
Dominic Lovett,WR,WR/FLEX,DET,2,3000,0.0,0.0,0.0,0.0
Tom Kennedy,WR,WR/FLEX,DET,2,3000,0.0,0.0,0.0,0.0
Jackson Meeks,WR,WR/FLEX,DET,2,3000,0.0,0.0,0.0,0.0
Ronnie Bell,WR,WR/FLEX,DET,2,3000,0.0,0.0,0.0,0.0
Devin Duvernay,WR,WR/FLEX,CHI,2,3000,0.0,0.0,0.0,0.0
Jahdae Walker,WR,WR/FLEX,CHI,2,3000,0.01%,0.0,0.0,0.0
Miles Boykin,WR,WR/FLEX,CHI,2,3000,0.0,0.0,0.0,0.0
Maurice Alexander,WR,WR/FLEX,CHI,2,3000,0.0,0.0,0.0,0.0
JP Richardson,WR,WR/FLEX,CHI,2,3000,0.0,0.0,0.0,0.0
Mack Hollins,WR,WR/FLEX,NE,2,3000,0.01%,7.8,1.8,6.0
Efton Chism III,WR,WR/FLEX,NE,2,3000,0.0,0.0,0.0,0.0
Ja'Lynn Polk,WR,WR/FLEX,NE,2,3000,0.0,0.0,0.0,0.0
Jeremiah Webb,WR,WR/FLEX,NE,2,3000,0.0,0.0,0.0,0.0
John Jiles,WR,WR/FLEX,NE,2,3000,0.0,0.0,0.0,0.0
Dee Eskridge,WR,WR/FLEX,MIA,2,3000,0.01%,1.8,0.0,0.0
Tahj Washington,WR,WR/FLEX,MIA,2,3000,0.0,0.0,0.0,0.0
Theo Wease Jr.,WR,WR/FLEX,MIA,2,3000,0.0,0.0,0.0,0.0
A.J. Henning,WR,WR/FLEX,MIA,2,3000,0.0,0.0,0.0,0.0
Austin Hooper,TE,TE/FLEX,NE,2,3000,0.01%,6.8,6.8,0.0
Skyy Moore,WR,WR/FLEX,SF,2,3000,0.01%,0.0,0.0,0.0
Jordan Watkins,WR,WR/FLEX,SF,2,3000,0.0,0.0,0.0,0.0
Demarcus Robinson,WR,WR/FLEX,SF,2,3000,0.0,0.0,0.0,0.0
Brandon Aiyuk,WR,WR/FLEX,SF,2,3000,0.0,0.0,0.0,0.0
Malik Turner,WR,WR/FLEX,SF,2,3000,0.0,0.0,0.0,0.0
Trent Taylor,WR,WR/FLEX,SF,2,3000,0.0,0.0,0.0,0.0
Junior Bergen,WR,WR/FLEX,SF,2,3000,0.0,0.0,0.0,0.0
Robbie Chosen,WR,WR/FLEX,SF,2,3000,0.01%,0.0,0.0,0.0
Mason Tipton,WR,WR/FLEX,NO,2,3000,0.01%,0.0,0.0,0.0
Trey Palmer,WR,WR/FLEX,NO,2,3000,0.0,0.0,0.0,0.0
Bub Means,WR,WR/FLEX,NO,2,3000,0.0,0.0,0.0,0.0
Tommy Mellott,WR,WR/FLEX,NO,2,3000,0.0,0.0,0.0,0.0
Cedrick Wilson Jr.,WR,WR/FLEX,NO,2,3000,0.0,0.0,0.0,0.0
Kevin Austin Jr.,WR,WR/FLEX,NO,2,3000,0.0,0.0,0.0,0.0
Xavier Gipson,WR,WR/FLEX,NYJ,2,3000,0.0,0.0,0.0,0.0
Arian Smith,WR,WR/FLEX,NYJ,2,3000,0.01%,0.8,0.0,0.0
Irvin Charles,WR,WR/FLEX,NYJ,2,3000,0.0,0.0,0.0,0.0
Brandon Smith,WR,WR/FLEX,NYJ,2,3000,0.0,0.0,0.0,0.0
Jamaal Pritchett,WR,WR/FLEX,NYJ,2,3000,0.0,0.0,0.0,0.0
Quentin Skinner,WR,WR/FLEX,NYJ,2,3000,0.0,0.0,0.0,0.0
Tyrell Shavers,WR,WR/FLEX,BUF,2,3000,0.0,0.0,0.0,0.0
Stephen Gosnell,WR,WR/FLEX,BUF,2,3000,0.01%,0.0,0.0,0.0
Kristian Wilkerson,WR,WR/FLEX,BUF,2,3000,0.0,0.0,0.0,0.0
Jake Bobo,WR,WR/FLEX,SEA,2,3000,0.01%,0.0,0.0,0.0
Dareke Young,WR,WR/FLEX,SEA,2,3000,0.0,0.0,0.0,0.0
Cody White,WR,WR/FLEX,SEA,2,3000,0.0,0.0,0.0,0.0
Courtney Jackson,WR,WR/FLEX,SEA,2,3000,0.0,0.0,0.0,0.0
Tyrone Broden,WR,WR/FLEX,SEA,2,3000,0.0,0.0,0.0,0.0
Ricky White III,WR,WR/FLEX,SEA,2,3000,0.0,0.0,0.0,0.0
Roman Wilson,WR,WR/FLEX,PIT,2,3000,0.0,0.0,0.0,0.0
Scotty Miller,WR,WR/FLEX,PIT,2,3000,0.0,0.0,0.0,0.0
Ke'Shawn Williams,WR,WR/FLEX,PIT,2,3000,0.0,0.0,0.0,0.0
Lance McCutcheon,WR,WR/FLEX,PIT,2,3000,0.0,0.0,0.0,0.0
Max Hurleman,WR,WR/FLEX,PIT,2,3000,0.0,0.0,0.0,0.0
Jordan Whittington,WR,WR/FLEX,LAR,2,3000,0.01%,6.2,6.2,0.0
Konata Mumpfield,WR,WR/FLEX,LAR,2,3000,0.0,0.0,0.0,0.0
Xavier Smith,WR,WR/FLEX,LAR,2,3000,0.03%,0.0,0.0,0.0
Tru Edwards,WR,WR/FLEX,LAR,2,3000,0.0,0.0,0.0,0.0
Brennan Presley,WR,WR/FLEX,LAR,2,3000,0.0,0.0,0.0,0.0
Chimere Dike,WR,WR/FLEX,TEN,2,3000,0.0,0.0,0.0,0.0
Bryce Oliver,WR,WR/FLEX,TEN,2,3000,0.01%,0.0,0.0,0.0
Treylon Burks,WR,WR/FLEX,TEN,2,3000,0.0,0.0,0.0,0.0
James Proche II,WR,WR/FLEX,TEN,2,3000,0.0,0.0,0.0,0.0
Xavier Restrepo,WR,WR/FLEX,TEN,2,3000,0.0,0.0,0.0,0.0
Mason Kinsey,WR,WR/FLEX,TEN,2,3000,0.0,0.0,0.0,0.0
David Moore,WR,WR/FLEX,CAR,2,3000,0.01%,0.0,0.0,0.0
Brycen Tremayne,WR,WR/FLEX,CAR,2,3000,0.01%,7.8,7.8,0.0
Jimmy Horn Jr.,WR,WR/FLEX,CAR,2,3000,0.01%,0.0,0.0,0.0
Dalevon Campbell,WR,WR/FLEX,CAR,2,3000,0.0,0.0,0.0,0.0
Jalen Coker,WR,WR/FLEX,CAR,2,3000,0.0,0.0,0.0,0.0
Ja'seem Reed,WR,WR/FLEX,CAR,2,3000,0.0,0.0,0.0,0.0
Ainias Smith,WR,WR/FLEX,CAR,2,3000,0.0,0.0,0.0,0.0
Xavier Weaver,WR,WR/FLEX,ARI,2,3000,0.0,0.0,0.0,0.0
Trishton Jackson,WR,WR/FLEX,ARI,2,3000,0.0,0.0,0.0,0.0
Tejhaun Palmer,WR,WR/FLEX,ARI,2,3000,0.0,0.0,0.0,0.0
Andre Baccellia,WR,WR/FLEX,ARI,2,3000,0.0,0.0,0.0,0.0
Simi Fehoko,WR,WR/FLEX,ARI,2,3000,0.0,0.0,0.0,0.0
Ashton Dulin,WR,WR/FLEX,IND,2,3000,0.01%,0.0,0.0,0.0
Anthony Gould,WR,WR/FLEX,IND,2,3000,0.0,0.0,0.0,0.0
D.J. Montgomery,WR,WR/FLEX,IND,2,3000,0.0,0.0,0.0,0.0
Laquon Treadwell,WR,WR/FLEX,IND,2,3000,0.0,0.0,0.0,0.0
Coleman Owen,WR,WR/FLEX,IND,2,3000,0.0,0.0,0.0,0.0
Tyler Scott,WR,WR/FLEX,IND,2,3000,0.0,0.0,0.0,0.0
Trent Sherfield Sr.,WR,WR/FLEX,DEN,2,3000,0.01%,1.3,0.0,0.0
A.T. Perry,WR,WR/FLEX,DEN,2,3000,0.0,0.0,0.0,0.0
Michael Bandy,WR,WR/FLEX,DEN,2,3000,0.0,0.0,0.0,0.0
Thayer Thomas,WR,WR/FLEX,DEN,2,3000,0.0,0.0,0.0,0.0
Adam Trautman,TE,TE/FLEX,DEN,2,3000,0.02%,10.0,4.0,6.0
Darius Cooper,WR,WR/FLEX,PHI,2,3000,0.0,0.0,0.0,0.0
Johnny Wilson,WR,WR/FLEX,PHI,2,3000,0.0,0.0,0.0,0.0
Britain Covey,WR,WR/FLEX,PHI,2,3000,0.0,0.0,0.0,0.0
Javon Baker,WR,WR/FLEX,PHI,2,3000,0.0,0.0,0.0,0.0
Terrace Marshall,WR,WR/FLEX,PHI,2,3000,0.0,0.0,0.0,0.0
Elijah Cooks,WR,WR/FLEX,PHI,2,3000,0.0,0.0,0.0,0.0
Jason Brownlee,WR,WR/FLEX,KC,2,3000,0.0,0.0,0.0,0.0
Nikko Remigio,WR,WR/FLEX,KC,2,3000,0.0,0.0,0.0,0.0
Rashee Rice,WR,WR/FLEX,KC,2,3000,0.0,0.0,0.0,0.0
Jimmy Holiday,WR,WR/FLEX,KC,2,3000,0.0,0.0,0.0,0.0
Noah Gray,TE,TE/FLEX,KC,2,3000,0.19%,1.1,1.1,0.0
Eagles,DST,DST,PHI,2,3000,0.86%,5.0,0.0,0.0
Jordan Addison,WR,WR/FLEX,MIN,2,3000,0.0,0.0,0.0,0.0
Myles Price,WR,WR/FLEX,MIN,2,3000,0.0,0.0,0.0,0.0
Rondale Moore,WR,WR/FLEX,MIN,2,3000,0.0,0.0,0.0,0.0
Tim Jones,WR,WR/FLEX,MIN,2,3000,0.0,0.0,0.0,0.0
Lucky Jackson,WR,WR/FLEX,MIN,2,3000,0.01%,0.0,0.0,0.0
Dontae Fleming,WR,WR/FLEX,MIN,2,3000,0.0,0.0,0.0,0.0
Jeshaun Jones,WR,WR/FLEX,MIN,2,3000,0.0,0.0,0.0,0.0
Jamal Agnew,WR,WR/FLEX,ATL,2,3000,0.0,0.0,0.0,0.0
David Sills V,WR,WR/FLEX,ATL,2,3000,0.0,0.0,0.0,0.0
Nick Nash,WR,WR/FLEX,ATL,2,3000,0.0,0.0,0.0,0.0
Chris Blair,WR,WR/FLEX,ATL,2,3000,0.0,0.0,0.0,0.0
Dylan Drummond,WR,WR/FLEX,ATL,2,3000,0.0,0.0,0.0,0.0
Jalen McMillan,WR,WR/FLEX,TB,2,3000,0.0,0.0,0.0,0.0
Tank Dell,WR,WR/FLEX,HOU,2,3000,0.0,0.0,0.0,0.0
Tez Johnson,WR,WR/FLEX,TB,2,3000,0.0,0.0,0.0,0.0
Ryan Miller,WR,WR/FLEX,TB,2,3000,0.01%,9.0,3.0,6.0
Kameron Johnson,WR,WR/FLEX,TB,2,3000,0.0,0.0,0.0,0.0
Jaden Smith,WR,WR/FLEX,TB,2,3000,0.0,0.0,0.0,0.0
Garrett Greene,WR,WR/FLEX,TB,2,3000,0.0,0.0,0.0,0.0
Dennis Houston,WR,WR/FLEX,TB,2,3000,0.0,0.0,0.0,0.0
Braxton Berrios,WR,WR/FLEX,HOU,2,3000,0.0,0.0,0.0,0.0
Jared Wayne,WR,WR/FLEX,HOU,2,3000,0.0,0.0,0.0,0.0
Silas Bolden,WR,WR/FLEX,HOU,2,3000,0.0,0.0,0.0,0.0
Josh Kelly,WR,WR/FLEX,HOU,2,3000,0.0,0.0,0.0,0.0
Texans,DST,DST,HOU,2,3000,1.63%,7.0,0.0,0.0
KeAndre Lambert-Smith,WR,WR/FLEX,LAC,2,3000,0.03%,0.0,0.0,0.0
Derius Davis,WR,WR/FLEX,LAC,2,3000,0.04%,0.0,0.0,0.0
Luke Grimm,WR,WR/FLEX,LAC,2,3000,0.0,0.0,0.0,0.0
JaQuae Jackson,WR,WR/FLEX,LAC,2,3000,0.01%,0.0,0.0,0.0
Alex Bachman,WR,WR/FLEX,LV,2,3000,0.01%,0.0,0.0,0.0
Phillip Dorsett II,WR,WR/FLEX,LV,2,3000,0.0,0.0,0.0,0.0
Shedrick Jackson,WR,WR/FLEX,LV,2,3000,0.01%,0.0,0.0,0.0
Packers,DST,DST,GB,2,2900,4.31%,5.0,0.0,0.0
Bengals,DST,DST,CIN,2,2900,1.10%,5.0,0.0,0.0
Theo Johnson,TE,TE/FLEX,NYG,2,2900,0.09%,7.4,7.4,0.0
Dolphins,DST,DST,MIA,2,2900,1.74%,8.0,0.0,0.0
Mason Taylor,TE,TE/FLEX,NYJ,2,2900,0.12%,1.5,1.5,0.0
Tyler Conklin,TE,TE/FLEX,LAC,2,2900,0.95%,0.0,0.0,0.0
Patriots,DST,DST,NE,2,2800,3.91%,13.0,0.0,0.0
AJ Barner,TE,TE/FLEX,SEA,2,2800,0.08%,10.8,4.8,6.0
Gunnar Helm,TE,TE/FLEX,TEN,2,2800,0.03%,2.9,2.9,0.0
Chiefs,DST,DST,KC,2,2800,0.36%,3.0,0.0,0.0
Buccaneers,DST,DST,TB,2,2800,1.30%,4.0,0.0,0.0
Luke Musgrave,TE,TE/FLEX,GB,2,2700,0.09%,5.2,5.2,0.0
Commanders,DST,DST,WAS,2,2700,1.56%,2.0,0.0,0.0
Jaguars,DST,DST,JAX,2,2700,0.53%,8.0,0.0,0.0
Dawson Knox,TE,TE/FLEX,BUF,2,2700,0.18%,3.9,3.9,0.0
Seahawks,DST,DST,SEA,2,2700,1.41%,14.0,0.0,0.0
Terrance Ferguson,TE,TE/FLEX,LAR,2,2700,0.01%,0.0,0.0,0.0
Cade Stover,TE,TE/FLEX,HOU,2,2700,0.0,0.0,0.0,0.0
Will Dissly,TE,TE/FLEX,LAC,2,2700,0.54%,1.7,1.7,0.0
Oronde Gadsden II,TE,TE/FLEX,LAC,2,2700,0.0,0.0,0.0,0.0
Hunter Long,TE,TE/FLEX,JAX,2,2600,0.09%,0.0,0.0,0.0
Giants,DST,DST,NYG,2,2600,0.55%,1.0,0.0,0.0
Elijah Arroyo,TE,TE/FLEX,SEA,2,2600,0.01%,5.1,5.1,0.0
Davis Allen,TE,TE/FLEX,LAR,2,2600,0.15%,7.8,1.8,6.0
Colts,DST,DST,IND,2,2600,4.97%,1.0,0.0,0.0
Raiders,DST,DST,LV,2,2600,0.84%,5.0,0.0,0.0
John Bates,TE,TE/FLEX,WAS,2,2500,0.0,0.0,0.0,0.0
Ben Sinnott,TE,TE/FLEX,WAS,2,2500,0.01%,1.7,1.7,0.0
Colson Yankoff,TE,TE/FLEX,WAS,2,2500,0.01%,0.0,0.0,0.0
Tyree Jackson,TE,TE/FLEX,WAS,2,2500,0.0,0.0,0.0,0.0
Lawrence Cager,TE,TE/FLEX,WAS,2,2500,0.01%,0.0,0.0,0.0
Tyler Ott,TE,TE/FLEX,WAS,2,2500,0.0,0.0,0.0,0.0
John FitzPatrick,TE,TE/FLEX,GB,2,2500,0.01%,0.0,0.0,0.0
Ben Sims,TE,TE/FLEX,GB,2,2500,0.0,0.0,0.0,0.0
Josh Whyle,TE,TE/FLEX,GB,2,2500,0.01%,0.0,0.0,0.0
Charlie Kolar,TE,TE/FLEX,BAL,2,2500,0.0,0.0,0.0,0.0
Zaire Mitchell-Paden,TE,TE/FLEX,BAL,2,2500,0.0,0.0,0.0,0.0
Blake Whiteheart,TE,TE/FLEX,CLE,2,2500,0.0,0.0,0.0,0.0
Brenden Bates,TE,TE/FLEX,CLE,2,2500,0.0,0.0,0.0,0.0
Sal Cannella,TE,TE/FLEX,CLE,2,2500,0.0,0.0,0.0,0.0
Johnny Mundt,TE,TE/FLEX,JAX,2,2500,0.0,0.0,0.0,0.0
Quintin Morris,TE,TE/FLEX,JAX,2,2500,0.0,0.0,0.0,0.0
Patrick Herbert,TE,TE/FLEX,JAX,2,2500,0.0,0.0,0.0,0.0
Drew Sample,TE,TE/FLEX,CIN,2,2500,0.01%,1.7,1.7,0.0
Tanner Hudson,TE,TE/FLEX,CIN,2,2500,0.0,0.0,0.0,0.0
Cam Grandy,TE,TE/FLEX,CIN,2,2500,0.0,0.0,0.0,0.0
Erick All Jr.,TE,TE/FLEX,CIN,2,2500,0.0,0.0,0.0,0.0
William Wagner,TE,TE/FLEX,CIN,2,2500,0.0,0.0,0.0,0.0
Daniel Bellinger,TE,TE/FLEX,NYG,2,2500,0.01%,0.0,0.0,0.0
Chris Manhertz,TE,TE/FLEX,NYG,2,2500,0.0,0.0,0.0,0.0
Thomas Fidone II,TE,TE/FLEX,NYG,2,2500,0.0,0.0,0.0,0.0
Qadir Ismail,TE,TE/FLEX,NYG,2,2500,0.0,0.0,0.0,0.0
Luke Schoonmaker,TE,TE/FLEX,DAL,2,2500,0.09%,0.0,0.0,0.0
Brevyn Spann-Ford,TE,TE/FLEX,DAL,2,2500,0.0,0.0,0.0,0.0
John Stephens Jr.,TE,TE/FLEX,DAL,2,2500,0.0,0.0,0.0,0.0
Rivaldo Fairweather,TE,TE/FLEX,DAL,2,2500,0.0,0.0,0.0,0.0
Princeton Fant,TE,TE/FLEX,DAL,2,2500,0.0,0.0,0.0,0.0
Brock Wright,TE,TE/FLEX,DET,2,2500,0.0,0.0,0.0,0.0
Shane Zylstra,TE,TE/FLEX,DET,2,2500,0.01%,0.0,0.0,0.0
Kenny Yeboah,TE,TE/FLEX,DET,2,2500,0.0,0.0,0.0,0.0
Zach Horton,TE,TE/FLEX,DET,2,2500,0.0,0.0,0.0,0.0
Durham Smythe,TE,TE/FLEX,CHI,2,2500,0.0,0.0,0.0,0.0
Nikola Kalinic,TE,TE/FLEX,CHI,2,2500,0.0,0.0,0.0,0.0
Stephen Carlson,TE,TE/FLEX,CHI,2,2500,0.0,0.0,0.0,0.0
Bears,DST,DST,CHI,2,2500,2.35%,-4.0,0.0,0.0
CJ Dippre,TE,TE/FLEX,NE,2,2500,0.0,0.0,0.0,0.0
Julian Hill,TE,TE/FLEX,MIA,2,2500,0.01%,0.0,0.0,0.0
Tanner Conner,TE,TE/FLEX,MIA,2,2500,0.06%,0.0,0.0,0.0
Jalin Conyers,TE,TE/FLEX,MIA,2,2500,0.0,0.0,0.0,0.0
Hayden Rucci,TE,TE/FLEX,MIA,2,2500,0.0,0.0,0.0,0.0
Greg Dulcich,TE,TE/FLEX,MIA,2,2500,0.01%,0.0,0.0,0.0
Brayden Willis,TE,TE/FLEX,SF,2,2500,0.01%,0.0,0.0,0.0
Moliki Matavao,TE,TE/FLEX,NO,2,2500,0.0,0.0,0.0,0.0
Jack Stoll,TE,TE/FLEX,NO,2,2500,0.0,0.0,0.0,0.0
Taysom Hill,TE,TE/FLEX,NO,2,2500,0.0,0.0,0.0,0.0
Foster Moreau,TE,TE/FLEX,NO,2,2500,0.0,0.0,0.0,0.0
Mason Pline,TE,TE/FLEX,NO,2,2500,0.0,0.0,0.0,0.0
Zach Wood,TE,TE/FLEX,NO,2,2500,0.0,0.0,0.0,0.0
Treyton Welch,TE,TE/FLEX,NO,2,2500,0.0,0.0,0.0,0.0
Saints,DST,DST,NO,2,2500,5.45%,5.0,0.0,0.0
Jeremy Ruckert,TE,TE/FLEX,NYJ,2,2500,0.03%,7.5,1.5,6.0
Stone Smartt,TE,TE/FLEX,NYJ,2,2500,0.0,0.0,0.0,0.0
Jelani Woods,TE,TE/FLEX,NYJ,2,2500,0.0,0.0,0.0,0.0
Jackson Hawes,TE,TE/FLEX,BUF,2,2500,0.0,0.0,0.0,0.0
Keleki Latu,TE,TE/FLEX,BUF,2,2500,0.0,0.0,0.0,0.0
Eric Saubert,TE,TE/FLEX,SEA,2,2500,0.0,0.0,0.0,0.0
Nick Kallerup,TE,TE/FLEX,SEA,2,2500,0.0,0.0,0.0,0.0
Darnell Washington,TE,TE/FLEX,PIT,2,2500,0.03%,2.0,2.0,0.0
Donald Parham Jr.,TE,TE/FLEX,PIT,2,2500,0.0,0.0,0.0,0.0
JJ Galbreath,TE,TE/FLEX,PIT,2,2500,0.0,0.0,0.0,0.0
Connor Heyward,TE,TE/FLEX,PIT,2,2500,0.0,0.0,0.0,0.0
Colby Parkinson,TE,TE/FLEX,LAR,2,2500,0.0,0.0,0.0,0.0
Mark Redman,TE,TE/FLEX,LAR,2,2500,0.0,0.0,0.0,0.0
David Martin-Robinson,TE,TE/FLEX,TEN,2,2500,0.0,0.0,0.0,0.0
Drake Dabney,TE,TE/FLEX,TEN,2,2500,0.0,0.0,0.0,0.0
Thomas Odukoya,TE,TE/FLEX,TEN,2,2500,0.0,0.0,0.0,0.0
Tommy Tremble,TE,TE/FLEX,CAR,2,2500,0.01%,5.0,5.0,0.0
Mitchell Evans,TE,TE/FLEX,CAR,2,2500,0.01%,1.9,1.9,0.0
James Mitchell,TE,TE/FLEX,CAR,2,2500,0.0,0.0,0.0,0.0
Bryce Pierre,TE,TE/FLEX,CAR,2,2500,0.0,0.0,0.0,0.0
Elijah Higgins,TE,TE/FLEX,ARI,2,2500,0.0,0.0,0.0,0.0
Tip Reiman,TE,TE/FLEX,ARI,2,2500,0.0,0.0,0.0,0.0
Travis Vokolek,TE,TE/FLEX,ARI,2,2500,0.0,0.0,0.0,0.0
Josiah Deguara,TE,TE/FLEX,ARI,2,2500,0.0,0.0,0.0,0.0
Mo Alie-Cox,TE,TE/FLEX,IND,2,2500,0.04%,1.8,1.8,0.0
Drew Ogletree,TE,TE/FLEX,IND,2,2500,0.0,0.0,0.0,0.0
Will Mallory,TE,TE/FLEX,IND,2,2500,0.0,0.0,0.0,0.0
Sean McKeon,TE,TE/FLEX,IND,2,2500,0.0,0.0,0.0,0.0
Maximilian Mang,TE,TE/FLEX,IND,2,2500,0.0,0.0,0.0,0.0
Nate Adkins,TE,TE/FLEX,DEN,2,2500,0.0,0.0,0.0,0.0
Lucas Krull,TE,TE/FLEX,DEN,2,2500,0.0,0.0,0.0,0.0
Caleb Lohner,TE,TE/FLEX,DEN,2,2500,0.0,0.0,0.0,0.0
Mitchell Fraboni,TE,TE/FLEX,DEN,2,2500,0.0,0.0,0.0,0.0
Patrick Murtagh,TE,TE/FLEX,DEN,2,2500,0.0,0.0,0.0,0.0
Grant Calcaterra,TE,TE/FLEX,PHI,2,2500,0.39%,1.6,1.6,0.0
Kylen Granson,TE,TE/FLEX,PHI,2,2500,0.01%,1.5,1.5,0.0
